,name,postal_code,unit,address,combined_address,coord,latitude,longitude,nearest_station,nearest_station_dist,lowered_name,label
3481,BAO FA DIM SUM,519641,#01-18,110 Pasir Ris Central,110 Pasir Ris Central #01-18,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,bao fa dim sum,Food
3482,AUTHENTIC HAKKA YONG TAU FOO,519641,#01-20,110 Pasir Ris Central,110 Pasir Ris Central #01-20,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,authentic hakka yong tau foo,Food
3483,FENG FENG BONELESS CHICKEN RICE,519641,#01-21,110 Pasir Ris Central,110 Pasir Ris Central #01-21,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,feng feng boneless chicken rice,Food
3484,Please refer to address and unit number,519641,#01-22,110 Pasir Ris Central,110 Pasir Ris Central #01-22,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,please refer to address and unit number,Others
3485,MAMU DAPUR,519641,#02-03,110 Pasir Ris Central,110 Pasir Ris Central #02-03,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,mamu dapur,Others
3486,YUMMY KITCHEN,519641,#02-04,110 Pasir Ris Central,110 Pasir Ris Central #02-04,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,yummy kitchen,Food
3487,LUKHON THAI,519641,#02-05,110 Pasir Ris Central,110 Pasir Ris Central #02-05,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,lukhon thai,Food
3488,SEAFOOD CONGEE,519641,#02-07,110 Pasir Ris Central,110 Pasir Ris Central #02-07,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,seafood congee,Food
3489,NATURAL HEALTH,519641,#02-08,110 Pasir Ris Central,110 Pasir Ris Central #02-08,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,natural health,Health
3490,FOOD FUN,519641,#02-09,110 Pasir Ris Central,110 Pasir Ris Central #02-09,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,food fun,Food
3491,Daburu,519641,#02-11,110 Pasir Ris Central,110 Pasir Ris Central #02-11,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,daburu,Others
3492,PRAWNAHOLIC,519641,#02-12,110 Pasir Ris Central,110 Pasir Ris Central #02-12,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,prawnaholic,Others
3493,Please refer to address and unit number,519641,#02-13,110 Pasir Ris Central,110 Pasir Ris Central #02-13,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,please refer to address and unit number,Others
3494,Please refer to address and unit number,519641,#02-14,110 Pasir Ris Central,110 Pasir Ris Central #02-14,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,please refer to address and unit number,Others
3495,TASTY STREET,519641,#02-16,110 Pasir Ris Central,110 Pasir Ris Central #02-16,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,tasty street,Food
3496,SEOUL SHIOK,519641,#02-20,110 Pasir Ris Central,110 Pasir Ris Central #02-20,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,seoul shiok,Others
3497,SPICY MA LA HOTPOT,519641,#02-21,110 Pasir Ris Central,110 Pasir Ris Central #02-21,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,spicy ma la hotpot,Food
3498,Ekiben Delicious Boxed Bentos,519641,#02-22,110 Pasir Ris Central,110 Pasir Ris Central #02-22,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,ekiben delicious boxed bentos,Others
3499,Please refer to address and unit number,519641,#02-23,110 Pasir Ris Central,110 Pasir Ris Central #02-23,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,please refer to address and unit number,Others
3500,ROYAL KITCHEN THAI CUISINE,519641,#02-24,110 Pasir Ris Central,110 Pasir Ris Central #02-24,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,royal kitchen thai cuisine,Food
3501,E-MINIMART,510121,#01-K1,121 PASIR RIS ST 11,121 PASIR RIS ST 11 #01-K1,"(1.36686954737879, 103.954504704247)",1.366869547,103.9545047,PASIR RIS,0.897445597,e-minimart,Minimart
3502,GOH MINI-MART,510407,#01-K1,407 PASIR RIS DR 6,407 PASIR RIS DR 6 #01-K1,"(1.37362757229605, 103.954517357402)",1.373627572,103.9545174,PASIR RIS,0.591572272,goh mini-mart,Minimart
3503,QC House,510527,#01-04,527 Pasir Ris Street 51,527 Pasir Ris Street 51 #01-04,"(1.36822716168208, 103.947690000635)",1.368227162,103.94769,PASIR RIS,0.556090269,qc house,Others
3504,RUI XIA STORE,514527,#01-03,527D PASIR RIS ST 51,527D PASIR RIS ST 51 #01-03,"(1.36968625501963, 103.947922425135)",1.369686255,103.9479224,PASIR RIS,0.394624086,rui xia store,Minimart
3505,AC Kids,510258,#01-03,258 PASIR RIS ST 21,258 PASIR RIS ST 21 #01-03,"(1.36706634197242, 103.964635610477)",1.367066342,103.9646356,TAMPINES EAST,1.645193239,ac kids,Others
3506,Esther's Shop,510258,#01-07B,258 PASIR RIS ST 21,258 PASIR RIS ST 21 #01-07B,"(1.36706634197242, 103.964635610477)",1.367066342,103.9646356,TAMPINES EAST,1.645193239,esther's shop,Others
3507,E&D Co Puzza Pasta Western,510258,#01-09,258 PASIR RIS ST 21,258 PASIR RIS ST 21 #01-09,"(1.36706634197242, 103.964635610477)",1.367066342,103.9646356,TAMPINES EAST,1.645193239,e&d co puzza pasta western,Food
3508,Timber Home,510258,#01-10,258 PASIR RIS ST 21,258 PASIR RIS ST 21 #01-10,"(1.36706634197242, 103.964635610477)",1.367066342,103.9646356,TAMPINES EAST,1.645193239,timber home,Others
3509,Lens Vision,510258,#01-15,258 PASIR RIS ST 21,258 PASIR RIS ST 21 #01-15,"(1.36706634197242, 103.964635610477)",1.367066342,103.9646356,TAMPINES EAST,1.645193239,lens vision,Health
3510,IN.S,510258,#01-18B,258 PASIR RIS ST 21,258 PASIR RIS ST 21 #01-18B,"(1.36706634197242, 103.964635610477)",1.367066342,103.9646356,TAMPINES EAST,1.645193239,in.s,Others
3511,Bake Inc,510258,#01-19,258 PASIR RIS ST 21,258 PASIR RIS ST 21 #01-19,"(1.36706634197242, 103.964635610477)",1.367066342,103.9646356,TAMPINES EAST,1.645193239,bake inc,Bakery
3512,Sta Toy,510258,#02-03A,258 PASIR RIS ST 21,258 PASIR RIS ST 21 #02-03A,"(1.36706634197242, 103.964635610477)",1.367066342,103.9646356,TAMPINES EAST,1.645193239,sta toy,Others
3513,Posh Nails,510258,#02-06A,258 PASIR RIS ST 21,258 PASIR RIS ST 21 #02-06A,"(1.36706634197242, 103.964635610477)",1.367066342,103.9646356,TAMPINES EAST,1.645193239,posh nails,Beauty
3514,Overhaul Colour Curl Cut,510258,#02-11B,258 PASIR RIS ST 21,258 PASIR RIS ST 21 #02-11B,"(1.36706634197242, 103.964635610477)",1.367066342,103.9646356,TAMPINES EAST,1.645193239,overhaul colour curl cut,Beauty
3515,Candace,510258,#02-13,258 PASIR RIS ST 21,258 PASIR RIS ST 21 #02-13,"(1.36706634197242, 103.964635610477)",1.367066342,103.9646356,TAMPINES EAST,1.645193239,candace,Others
3516,Flygod International Trading Pte. Ltd.,510258,#02-18,258 PASIR RIS ST 21,258 PASIR RIS ST 21 #02-18,"(1.36706634197242, 103.964635610477)",1.367066342,103.9646356,TAMPINES EAST,1.645193239,flygod international trading pte. ltd.,Others
3517,DRIT Factory,510258,#02-20,258 PASIR RIS ST 21,258 PASIR RIS ST 21 #02-20,"(1.36706634197242, 103.964635610477)",1.367066342,103.9646356,TAMPINES EAST,1.645193239,drit factory,Others
3518,Fabric Pro Dry Clean & Laundry Services,510259,#02-24,259 PASIR RIS ST 21,259 PASIR RIS ST 21 #02-24,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,fabric pro dry clean & laundry services,Others
3519,Zhong Yi Ming Li Feng Shui,510259,#02-25,259 PASIR RIS ST 21,259 PASIR RIS ST 21 #02-25,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,zhong yi ming li feng shui,Others
3520,Seng Aik Trading,510259,#02-27,259 PASIR RIS ST 21,259 PASIR RIS ST 21 #02-27,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,seng aik trading,Others
3521,Tong Xing Tang Ba Xi Li Can Rong Yao Hang,510259,#02-34,259 PASIR RIS ST 21,259 PASIR RIS ST 21 #02-34,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,tong xing tang ba xi li can rong yao hang,Others
3522,Nice Vision,510259,#02-36,259 PASIR RIS ST 21,259 PASIR RIS ST 21 #02-36,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,nice vision,Health
3523,New Cut,510259,#02-37,259 PASIR RIS ST 21,259 PASIR RIS ST 21 #02-37,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,new cut,Beauty
3524,Crystal Hour,510259,#02-41,259 PASIR RIS ST 21,259 PASIR RIS ST 21 #02-41,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,crystal hour,Others
3525,Otter & Ice,510259,#02-43,259 PASIR RIS ST 21,259 PASIR RIS ST 21 #02-43,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,otter & ice,Others
3526,Suka treats,510259,#02-44,259 PASIR RIS ST 21,259 PASIR RIS ST 21 #02-44,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,suka treats,Food
3527,259 DELICIOUS DIM SUM,510259,#02-30,259 Pasir Ris Street 21,259 Pasir Ris Street 21 #02-30,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,259 delicious dim sum,Others
3528,BAN MIAN FISHSOUP,510259,#02-30,259 Pasir Ris Street 21,259 Pasir Ris Street 21 #02-30,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,ban mian fishsoup,Food
3529,BEVERAGE,510259,#02-30,259 Pasir Ris Street 21,259 Pasir Ris Street 21 #02-30,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,beverage,Food
3530,GUI FEI HOME COOKED FOOD,510259,#02-30,259 Pasir Ris Street 21,259 Pasir Ris Street 21 #02-30,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,gui fei home cooked food,Food
3531,Hi Nasi Lemak,510259,#02-30,259 Pasir Ris Street 21,259 Pasir Ris Street 21 #02-30,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,hi nasi lemak,Food
3532,KING UMAR PRATA HUT,510259,#02-30,259 Pasir Ris Street 21,259 Pasir Ris Street 21 #02-30,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,king umar prata hut,Food
3533,LET'S JIAK,510259,#02-30,259 Pasir Ris Street 21,259 Pasir Ris Street 21 #02-30,"(1.36645364037722, 103.964598499523)",1.36645364,103.9645985,TAMPINES EAST,1.592905455,let's jiak,Others
3534,Choo Keng Watch & Clock Pte Ltd,510440,#01-09,440 PASIR RIS DR 4/6,440 PASIR RIS DR 4/6 #01-09,"(1.36900809318444, 103.958696603631)",1.369008093,103.9586966,PASIR RIS,1.140929936,choo keng watch & clock pte ltd,Others
3535,Jin Quan mimimart,510440,#01-15,440 PASIR RIS DR 4/6,440 PASIR RIS DR 4/6 #01-15,"(1.36900809318444, 103.958696603631)",1.369008093,103.9586966,PASIR RIS,1.140929936,jin quan mimimart,Minimart
3536,KIAN HOE MEDICAL HALL,510440,#01-21,440 PASIR RIS DR 4/6,440 PASIR RIS DR 4/6 #01-21,"(1.36900809318444, 103.958696603631)",1.369008093,103.9586966,PASIR RIS,1.140929936,kian hoe medical hall,Health
3537,ELISHA NATASHA CORNER,510440,#01-13,440 Pasir Ris Drive 4,440 Pasir Ris Drive 4 #01-13,"(1.36900809318444, 103.958696603631)",1.369008093,103.9586966,PASIR RIS,1.140929936,elisha natasha corner,Others
3538,KPT DRINK STALL,510440,#01-13,440 Pasir Ris Drive 4,440 Pasir Ris Drive 4 #01-13,"(1.36900809318444, 103.958696603631)",1.369008093,103.9586966,PASIR RIS,1.140929936,kpt drink stall,Others
3539,Lin Ji Chicken Rice,510440,#01-13,440 Pasir Ris Drive 4,440 Pasir Ris Drive 4 #01-13,"(1.36900809318444, 103.958696603631)",1.369008093,103.9586966,PASIR RIS,1.140929936,lin ji chicken rice,Food
3540,"Rojak, Popiah, Muah Chee",510440,#01-13,440 Pasir Ris Drive 4,440 Pasir Ris Drive 4 #01-13,"(1.36900809318444, 103.958696603631)",1.369008093,103.9586966,PASIR RIS,1.140929936,"rojak, popiah, muah chee",Food
3541,WAN TIAN XIANG ECONOMICAL RICE,510440,#01-13,440 Pasir Ris Drive 4,440 Pasir Ris Drive 4 #01-13,"(1.36900809318444, 103.958696603631)",1.369008093,103.9586966,PASIR RIS,1.140929936,wan tian xiang economical rice,Food
3542,BJX Pte Ltd,510441,#01-52,441 PASIR RIS DR 4/6,441 PASIR RIS DR 4/6 #01-52,"(1.36922534298881, 103.958173949924)",1.369225343,103.9581739,PASIR RIS,1.078008597,bjx pte ltd,Others
3543,Rena Rena,510441,#01-52B,441 PASIR RIS DR 4/6,441 PASIR RIS DR 4/6 #01-52B,"(1.36922534298881, 103.958173949924)",1.369225343,103.9581739,PASIR RIS,1.078008597,rena rena,Others
3544,Laundry Link,510441,#01-54A,441 PASIR RIS DR 4/6,441 PASIR RIS DR 4/6 #01-54A,"(1.36922534298881, 103.958173949924)",1.369225343,103.9581739,PASIR RIS,1.078008597,laundry link,Others
3545,Intertech,510441,#01-60,441 PASIR RIS DR 4/6,441 PASIR RIS DR 4/6 #01-60,"(1.36922534298881, 103.958173949924)",1.369225343,103.9581739,PASIR RIS,1.078008597,intertech,Others
3546,The Achieve Leather Goods Center,510441,#01-88,441 PASIR RIS DR 4/6,441 PASIR RIS DR 4/6 #01-88,"(1.36922534298881, 103.958173949924)",1.369225343,103.9581739,PASIR RIS,1.078008597,the achieve leather goods center,Food
3547,Ngee Beng Trading,510441,#01-84,441 Pasir Ris Drive 6,441 Pasir Ris Drive 6 #01-84,"(1.36922534298881, 103.958173949924)",1.369225343,103.9581739,PASIR RIS,1.078008597,ngee beng trading,Others
3548,86 Minimarket Pte Ltd,510441,#01-86,441 Pasir Ris Drive 6,441 Pasir Ris Drive 6 #01-86,"(1.36922534298881, 103.958173949924)",1.369225343,103.9581739,PASIR RIS,1.078008597,86 minimarket pte ltd,Others
3549,Golden Art Furniture & Design Centre,510442,#01-24,442 PASIR RIS DR 4/6,442 PASIR RIS DR 4/6 #01-24,"(1.36893288711175, 103.957951722203)",1.368932887,103.9579517,PASIR RIS,1.068576427,golden art furniture & design centre,Others
3550,Look perfect hair studio  IRBA,510442,#01-42A,442 PASIR RIS DR 4/6,442 PASIR RIS DR 4/6 #01-42A,"(1.36893288711175, 103.957951722203)",1.368932887,103.9579517,PASIR RIS,1.068576427,look perfect hair studio  irba,Beauty
3551,Metallic Pte Ltd,510442,#01-44B,442 PASIR RIS DR 4/6,442 PASIR RIS DR 4/6 #01-44B,"(1.36893288711175, 103.957951722203)",1.368932887,103.9579517,PASIR RIS,1.068576427,metallic pte ltd,Others
3552,Beauty & Hair Design,510442,#01-46B,442 PASIR RIS DR 4/6,442 PASIR RIS DR 4/6 #01-46B,"(1.36893288711175, 103.957951722203)",1.368932887,103.9579517,PASIR RIS,1.068576427,beauty & hair design,Beauty
3553,Janes Department store,510443,#01-08,443 PASIR RIS DR 4/6,443 PASIR RIS DR 4/6 #01-08,"(1.36940860628198, 103.957395750219)",1.369408606,103.9573958,PASIR RIS,0.990476542,janes department store,Minimart
3554,Go Eyecare,510443,#01-18,443 PASIR RIS DR 4/6,443 PASIR RIS DR 4/6 #01-18,"(1.36940860628198, 103.957395750219)",1.369408606,103.9573958,PASIR RIS,0.990476542,go eyecare,Health
3555,In Touch Teleshop,510443,#01-10,443 PASIR RIS DRIVE 6,443 PASIR RIS DRIVE 6 #01-10,"(1.36940860628198, 103.957395750219)",1.369408606,103.9573958,PASIR RIS,0.990476542,in touch teleshop,Others
3556,Poh Heng Provision,510445,#01-90,445 PASIR RIS DR 4/6,445 PASIR RIS DR 4/6 #01-90,"(1.37008367667096, 103.957783888488)",1.370083677,103.9577839,PASIR RIS,1.0035649,poh heng provision,Health
3557,Jin Tai Tong,510445,#01-96,445 PASIR RIS DR 4/6,445 PASIR RIS DR 4/6 #01-96,"(1.37008367667096, 103.957783888488)",1.370083677,103.9577839,PASIR RIS,1.0035649,jin tai tong,Others
3558,Precious Eyes Pte Ltd,510445,#01-98A,445 PASIR RIS DR 4/6,445 PASIR RIS DR 4/6 #01-98A,"(1.37008367667096, 103.957783888488)",1.370083677,103.9577839,PASIR RIS,1.0035649,precious eyes pte ltd,Health
3559,Dion Beaux Salon,510445,#01-100A,445 PASIR RIS DRIVE 6,445 PASIR RIS DRIVE 6 #01-100A,"(1.37008367667096, 103.957783888488)",1.370083677,103.9577839,PASIR RIS,1.0035649,dion beaux salon,Beauty
3560,NEW HUAY TONG TRADING,510446,#01-110,446 PASIR RIS DR 4/6,446 PASIR RIS DR 4/6 #01-110,"(1.37030619298608, 103.95772686444)",1.370306193,103.9577269,PASIR RIS,0.9898427,new huay tong trading,Others
3561,Huay Tong Trading,510446,#01-114,446 PASIR RIS DR 4/6,446 PASIR RIS DR 4/6 #01-114,"(1.37030619298608, 103.95772686444)",1.370306193,103.9577269,PASIR RIS,0.9898427,huay tong trading,Others
3562,Makan Sini,510446,#01-118,446 PASIR RIS DR 4/6,446 PASIR RIS DR 4/6 #01-118,"(1.37030619298608, 103.95772686444)",1.370306193,103.9577269,PASIR RIS,0.9898427,makan sini,Food
3563,Fortune Supermarket,510470,#01-K1,470 PASIR RIS DR 6,470 PASIR RIS DR 6 #01-K1,"(1.37381136566656, 103.957589569659)",1.373811366,103.9575896,PASIR RIS,0.933289067,fortune supermarket,Minimart
3564,Richton Cafe Pte Ltd,511476,#01-600,476A PASIR RIS DR 6,476A PASIR RIS DR 6 #01-600,"(1.37487649158241, 103.957791910218)",1.374876492,103.9577919,PASIR RIS,0.974237748,richton cafe pte ltd,Food
3565,Heng's Family Minimart,510515,#01-81,515 PASIR RIS STREET 52,515 PASIR RIS STREET 52 #01-81,"(1.37414415644548, 103.942957213353)",1.374144156,103.9429572,PASIR RIS,0.709663562,heng's family minimart,Minimart
3566,ST8 HUAT HUAT HAINANESE CHICKEN RICE,510623,#01-01,623 Elias Road,623 Elias Road #01-01,"(1.37790533095468, 103.94233582068)",1.377905331,103.9423358,PASIR RIS,0.942144677,st8 huat huat hainanese chicken rice,Food
3567,Chef Tham Kitchen Pte Ltd,510623,#01-02,623 Elias Road,623 Elias Road #01-02,"(1.37790533095468, 103.94233582068)",1.377905331,103.9423358,PASIR RIS,0.942144677,chef tham kitchen pte ltd,Food
3568,JAMIRAH INDIAN MUSLIM FOOD,510623,#01-02,623 Elias Road,623 Elias Road #01-02,"(1.37790533095468, 103.94233582068)",1.377905331,103.9423358,PASIR RIS,0.942144677,jamirah indian muslim food,Food
3569,Wu Ma Lu Ya Shui,510623,#01-02,623 Elias Road,623 Elias Road #01-02,"(1.37790533095468, 103.94233582068)",1.377905331,103.9423358,PASIR RIS,0.942144677,wu ma lu ya shui,Others
3570,Pet Stop,510625,#01-314D,625 ELIAS ROAD,625 ELIAS ROAD #01-314D,"(1.37860239032585, 103.941978177673)",1.37860239,103.9419782,PASIR RIS,1.020313043,pet stop,Others
3571,Bike World,510625,#01-318,625 ELIAS ROAD,625 ELIAS ROAD #01-318,"(1.37860239032585, 103.941978177673)",1.37860239,103.9419782,PASIR RIS,1.020313043,bike world,Others
3572,Elias Family Clinic & Surgey,510625,#01-320B,625 ELIAS ROAD,625 ELIAS ROAD #01-320B,"(1.37860239032585, 103.941978177673)",1.37860239,103.9419782,PASIR RIS,1.020313043,elias family clinic & surgey,Health
3573,Dew Station,510625,#01-330D,625 ELIAS ROAD,625 ELIAS ROAD #01-330D,"(1.37860239032585, 103.941978177673)",1.37860239,103.9419782,PASIR RIS,1.020313043,dew station,Others
3574,A & S Restaurant,510625,#01-332,625 ELIAS ROAD,625 ELIAS ROAD #01-332,"(1.37860239032585, 103.941978177673)",1.37860239,103.9419782,PASIR RIS,1.020313043,a & s restaurant,Food
3575,i tea,510625,#01-K6,625 ELIAS ROAD,625 ELIAS ROAD #01-K6,"(1.37860239032585, 103.941978177673)",1.37860239,103.9419782,PASIR RIS,1.020313043,i tea,Food
3576,Eutopia Cafe,510625,#01-K8,625 ELIAS ROAD,625 ELIAS ROAD #01-K8,"(1.37860239032585, 103.941978177673)",1.37860239,103.9419782,PASIR RIS,1.020313043,eutopia cafe,Food
3577,The Roots Salon,510625,#02-308B,625 ELIAS ROAD,625 ELIAS ROAD #02-308B,"(1.37860239032585, 103.941978177673)",1.37860239,103.9419782,PASIR RIS,1.020313043,the roots salon,Beauty
3578,June & Yan Trading,510735,#01-302,735 PASIR RIS ST 72,735 PASIR RIS ST 72 #01-302,"(1.37966812044177, 103.936574613663)",1.37966812,103.9365746,PASIR RIS,1.59155772,june & yan trading,Others
3579,AS Time Keeper,510735,#01-304,735 PASIR RIS ST 72,735 PASIR RIS ST 72 #01-304,"(1.37966812044177, 103.936574613663)",1.37966812,103.9365746,PASIR RIS,1.59155772,as time keeper,Others
3580,Cheng Yu Trading,510735,#01-304A,735 PASIR RIS ST 72,735 PASIR RIS ST 72 #01-304A,"(1.37966812044177, 103.936574613663)",1.37966812,103.9365746,PASIR RIS,1.59155772,cheng yu trading,Others
3581,Tong De Tang Can Rong Zhong Xin,510735,#01-306,735 PASIR RIS ST 72,735 PASIR RIS ST 72 #01-306,"(1.37966812044177, 103.936574613663)",1.37966812,103.9365746,PASIR RIS,1.59155772,tong de tang can rong zhong xin,Others
3582,Apex Photos,510735,#01-312,735 PASIR RIS ST 72,735 PASIR RIS ST 72 #01-312,"(1.37966812044177, 103.936574613663)",1.37966812,103.9365746,PASIR RIS,1.59155772,apex photos,Food
3583,Rui xia store,510735,#01-316,735 PASIR RIS ST 72,735 PASIR RIS ST 72 #01-316,"(1.37966812044177, 103.936574613663)",1.37966812,103.9365746,PASIR RIS,1.59155772,rui xia store,Minimart
3584,Qi Wen furniture Store,510735,#01-326,735 PASIR RIS ST 72,735 PASIR RIS ST 72 #01-326,"(1.37966812044177, 103.936574613663)",1.37966812,103.9365746,PASIR RIS,1.59155772,qi wen furniture store,Minimart
3585,Metro Optics,510735,#01-334,735 PASIR RIS ST 72,735 PASIR RIS ST 72 #01-334,"(1.37966812044177, 103.936574613663)",1.37966812,103.9365746,PASIR RIS,1.59155772,metro optics,Health
3586,Line Stationery Gifts & Toys,510735,#01-338,735 PASIR RIS ST 72,735 PASIR RIS ST 72 #01-338,"(1.37966812044177, 103.936574613663)",1.37966812,103.9365746,PASIR RIS,1.59155772,line stationery gifts & toys,Florist
3587,I-Look Optics,510735,#01-350A,735 PASIR RIS ST 72,735 PASIR RIS ST 72 #01-350A,"(1.37966812044177, 103.936574613663)",1.37966812,103.9365746,PASIR RIS,1.59155772,i-look optics,Health
3588,S H COLLECTION,510735,#01-350B,735 PASIR RIS ST 72,735 PASIR RIS ST 72 #01-350B,"(1.37966812044177, 103.936574613663)",1.37966812,103.9365746,PASIR RIS,1.59155772,s h collection,Others
